id;goal_id;goal;makedate;user_id;origin_id;origin;degree_id_1;degree_name_1;degree_origin_1;subject_id_1;subject_name_1;subject_origin_id_1;semester_1;degree_id_2;degree_name_2;degree_origin_2;subject_id_2;subject_name_2;subject_origin_id_2;semester_2;degree_id_3;degree_name_3;degree_origin_3;subject_id_3;subject_name_3;subject_origin_id_3;semester_3;degree_id_4;degree_name_4;degree_origin_4;subject_id_4;subject_name_4;subject_origin_id_4;semester_4;degree_id_5;degree_name_5;degree_origin_5;subject_id_5;subject_name_5;subject_origin_id_5;semester_5;social goals;communication and contact;volunteer work and idealism;career goals;grades;duration of studies;graduation;orientation;job opportunities;networking;status and wealth;safety;educational goals;knowledge;comprehension;competences;personal growth;scientific methods;concrete goals;practical experiences;going abroad;foreign languages;temporal scope;within this semester;within studies;beyond studies;private or professional;professional;private;other tags;nonsense;fun, happiness, satisfaction;S.M.A.R.T.;programming;too vague;sport
667;1033;Praktische Erfahrung;2019-04-04 10:14:54.426000+00:00;id: de.uni-bremen.elearning, origin: 72c8e186f3ab7dbad2a465d012f5f0bd;72c8e186f3ab7dbad2a465d012f5f0bd;de.uni-bremen.elearning;20.0;Master;22e9b64a36cf53fed6eea09bd11c53d6;86.0;Space Science and Technologies (Space-ST);40c4528e050d1d9e999b756677fd797e;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
668;1034;Eine neue Sprache lernen;2019-04-04 10:17:23.430000+00:00;id: de.uni-bremen.elearning, origin: 03add968d16b09e114ff398da50539ed;03add968d16b09e114ff398da50539ed;de.uni-bremen.elearning;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;84.0;Betriebswirtschaftslehre, B.Sc.;775;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
669;1035;Meinen Master machen;2019-04-04 10:17:37.884000+00:00;id: de.uni-bremen.elearning, origin: 03add968d16b09e114ff398da50539ed;03add968d16b09e114ff398da50539ed;de.uni-bremen.elearning;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;84.0;Betriebswirtschaftslehre, B.Sc.;775;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
670;1037;Neue Leute kennenlernen;2019-04-04 10:19:14.604000+00:00;id: de.uni-bremen.elearning, origin: 03add968d16b09e114ff398da50539ed;03add968d16b09e114ff398da50539ed;de.uni-bremen.elearning;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;84.0;Betriebswirtschaftslehre, B.Sc.;775;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
671;1038;Etwas über die menschliche Psyche erfahren;2019-04-04 10:32:50.125000+00:00;id: de.uos.studip, origin: 97ff5d665ed4c2849064c15cecdfc6be;97ff5d665ed4c2849064c15cecdfc6be;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
672;1040;Erfahren, wie wissenschaftliche Fragestellungen bearbeitet werden können.;2019-04-04 10:34:10.919000+00:00;id: de.uos.studip, origin: 97ff5d665ed4c2849064c15cecdfc6be;97ff5d665ed4c2849064c15cecdfc6be;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
673;1042;Master-Abschluss;2019-04-04 10:37:47.619000+00:00;id: de.uos.studip, origin: 396dffb967bd9d223e674a9f24dbbafd;396dffb967bd9d223e674a9f24dbbafd;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
674;1043;besserer Überblick über die verschiedenen Disziplinen von Cognitive Science;2019-04-04 10:39:42.655000+00:00;id: de.uos.studip, origin: 396dffb967bd9d223e674a9f24dbbafd;396dffb967bd9d223e674a9f24dbbafd;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
675;1045;Masterabschluss und Professor werden;2019-04-04 10:42:41.668000+00:00;id: de.uos.studip, origin: c19877717583676c2d5c0f51f50fa434;c19877717583676c2d5c0f51f50fa434;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
676;1046;Spanisch verbessern;2019-04-04 10:44:35.736000+00:00;id: de.uos.studip, origin: c19877717583676c2d5c0f51f50fa434;c19877717583676c2d5c0f51f50fa434;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
677;1047;eine weitere Sprache erlernen;2019-04-04 10:44:41.825000+00:00;id: de.uos.studip, origin: 396dffb967bd9d223e674a9f24dbbafd;396dffb967bd9d223e674a9f24dbbafd;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
678;1049;später in einer Schnittstelle von zwei unterschiedlichen Bereichen arbeiten;2019-04-04 10:45:45.654000+00:00;id: de.uos.studip, origin: c19877717583676c2d5c0f51f50fa434;c19877717583676c2d5c0f51f50fa434;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
679;1050;Forschungsschwerpunkte anderer Länder kennenlernen;2019-04-04 10:47:23.100000+00:00;id: de.uos.studip, origin: 396dffb967bd9d223e674a9f24dbbafd;396dffb967bd9d223e674a9f24dbbafd;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
680;1052;auswandern;2019-04-04 10:47:37.796000+00:00;id: de.uos.studip, origin: c19877717583676c2d5c0f51f50fa434;c19877717583676c2d5c0f51f50fa434;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
681;1053;das Leben anderer Menschen bereichern;2019-04-04 10:48:41.521000+00:00;id: de.uos.studip, origin: c19877717583676c2d5c0f51f50fa434;c19877717583676c2d5c0f51f50fa434;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
682;1055;regelmäßig aus meiner Komfortzone ausbrechen ;2019-04-04 10:49:20.441000+00:00;id: de.uos.studip, origin: c19877717583676c2d5c0f51f50fa434;c19877717583676c2d5c0f51f50fa434;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
683;1056;das Leben anderer Menschen einfacher machen;2019-04-04 10:49:32.138000+00:00;id: de.uos.studip, origin: 396dffb967bd9d223e674a9f24dbbafd;396dffb967bd9d223e674a9f24dbbafd;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
684;1057;viele verschiedene Erfahrungen sammeln, um das Leben aus mehreren Perspektiven betrachten zu können;2019-04-04 10:50:15.539000+00:00;id: de.uos.studip, origin: c19877717583676c2d5c0f51f50fa434;c19877717583676c2d5c0f51f50fa434;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
685;1058;viel reisen, um neue Kulturen und Lebenseinstellungen kennenzulernen;2019-04-04 10:51:17.883000+00:00;id: de.uos.studip, origin: c19877717583676c2d5c0f51f50fa434;c19877717583676c2d5c0f51f50fa434;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False
686;1059;Den Master machen;2019-04-04 12:52:33.590000+00:00;id: de.uni-bremen.elearning, origin: eacc327c50d93d9eb6ec6e7c7752b169;eacc327c50d93d9eb6ec6e7c7752b169;de.uni-bremen.elearning;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
687;1060;Mich Bilden;2019-04-04 12:52:58.311000+00:00;id: de.uni-bremen.elearning, origin: eacc327c50d93d9eb6ec6e7c7752b169;eacc327c50d93d9eb6ec6e7c7752b169;de.uni-bremen.elearning;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
688;1062;In der Entwicklung arbeiten;2019-04-04 13:04:07.060000+00:00;id: de.uos.studip, origin: 2cd7bf5ab51de9cced3f52b121d3de4e;2cd7bf5ab51de9cced3f52b121d3de4e;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
689;1064;Durch das Auslandssemester erfahren ob ich später ins Ausland möchte;2019-04-04 13:06:47.535000+00:00;id: de.uos.studip, origin: 2cd7bf5ab51de9cced3f52b121d3de4e;2cd7bf5ab51de9cced3f52b121d3de4e;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
690;1066;Mein rekursive programmieren verbessern.;2019-04-04 13:41:31.215000+00:00;id: de.uos.studip, origin: 2885eefefb84c8d6ccbf6a2f60a1a3db;2885eefefb84c8d6ccbf6a2f60a1a3db;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
691;1067;Mit KR-Systemen arbeiten zu können. ;2019-04-04 13:43:07.525000+00:00;id: de.uos.studip, origin: 2885eefefb84c8d6ccbf6a2f60a1a3db;2885eefefb84c8d6ccbf6a2f60a1a3db;de.uos.studip;5.0;Bachelor of Science;14;1.0;Cognitive Science;729;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
692;1068;Das Studium erfolgreich abschließen;2019-04-04 13:56:04.542000+00:00;id: de.uni-bremen.elearning, origin: cb581f0b76ecf69098f3bc617b4597ac;cb581f0b76ecf69098f3bc617b4597ac;de.uni-bremen.elearning;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;56.0;Public Health / Gesundheitswissenschaft, B.A.;692;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
693;1077;Kenntnisse und Fähigkeiten erlangen;2019-04-04 14:12:01.185000+00:00;id: de.uni-bremen.elearning, origin: a8414e1f264a0826053259eba258479e;a8414e1f264a0826053259eba258479e;de.uni-bremen.elearning;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;59.0;Bereich Erziehungswissenschaften, 2-Fächer-Bachelor Gymnasium/Oberschule);1014;1.0;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;62.0;Germanistik / Deutsch, B.A.;285;1.0;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;87.0;Kunst-Medien-Ästhetische Bildung;1010;1.0;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False
694;1078;Mich persönlich weiterentwickeln;2019-04-04 14:12:16.707000+00:00;id: de.uni-bremen.elearning, origin: a8414e1f264a0826053259eba258479e;a8414e1f264a0826053259eba258479e;de.uni-bremen.elearning;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;59.0;Bereich Erziehungswissenschaften, 2-Fächer-Bachelor Gymnasium/Oberschule);1014;1.0;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;62.0;Germanistik / Deutsch, B.A.;285;1.0;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;87.0;Kunst-Medien-Ästhetische Bildung;1010;1.0;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
695;1079;Eine schöne Zeit haben;2019-04-04 14:12:30.230000+00:00;id: de.uni-bremen.elearning, origin: a8414e1f264a0826053259eba258479e;a8414e1f264a0826053259eba258479e;de.uni-bremen.elearning;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;59.0;Bereich Erziehungswissenschaften, 2-Fächer-Bachelor Gymnasium/Oberschule);1014;1.0;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;62.0;Germanistik / Deutsch, B.A.;285;1.0;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;87.0;Kunst-Medien-Ästhetische Bildung;1010;1.0;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False
696;1080;Tolle Menschen kennenlernen;2019-04-04 14:13:04.121000+00:00;id: de.uni-bremen.elearning, origin: a8414e1f264a0826053259eba258479e;a8414e1f264a0826053259eba258479e;de.uni-bremen.elearning;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;59.0;Bereich Erziehungswissenschaften, 2-Fächer-Bachelor Gymnasium/Oberschule);1014;1.0;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;62.0;Germanistik / Deutsch, B.A.;285;1.0;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;87.0;Kunst-Medien-Ästhetische Bildung;1010;1.0;;;;;;;;;;;;;;;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False
697;1082;Kompetenzen im Bereich Vertrieb;2019-04-04 14:27:06.743000+00:00;id: de.uni-bremen.elearning, origin: cd7131b3093eadf5bb8c5bad81dc9331;cd7131b3093eadf5bb8c5bad81dc9331;de.uni-bremen.elearning;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;84.0;Betriebswirtschaftslehre, B.Sc.;775;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
698;1084;Kompetenzen im Bereich Konsum&Nachhaltigkeit;2019-04-04 14:27:49.860000+00:00;id: de.uni-bremen.elearning, origin: cd7131b3093eadf5bb8c5bad81dc9331;cd7131b3093eadf5bb8c5bad81dc9331;de.uni-bremen.elearning;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;84.0;Betriebswirtschaftslehre, B.Sc.;775;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
699;1086;Mein Studium abschließen;2019-04-04 18:02:37.089000+00:00;id: de.uni-bremen.elearning, origin: 6e00706044cf354dd47470950d70607c;6e00706044cf354dd47470950d70607c;de.uni-bremen.elearning;17.0;;none;88.0;Mathematik, B.Sc.;739;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
700;1087;Sonst noch etwas;2019-04-04 18:03:12.941000+00:00;id: de.uni-bremen.elearning, origin: 6e00706044cf354dd47470950d70607c;6e00706044cf354dd47470950d70607c;de.uni-bremen.elearning;17.0;;none;88.0;Mathematik, B.Sc.;739;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False
701;1088;Meistgenannte Ziele;2019-04-04 18:03:38.324000+00:00;id: de.uni-bremen.elearning, origin: 6e00706044cf354dd47470950d70607c;6e00706044cf354dd47470950d70607c;de.uni-bremen.elearning;17.0;;none;88.0;Mathematik, B.Sc.;739;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False
702;1089;Ich bin im 8. Semester nicht im 3.;2019-04-04 18:04:08.213000+00:00;id: de.uni-bremen.elearning, origin: 6e00706044cf354dd47470950d70607c;6e00706044cf354dd47470950d70607c;de.uni-bremen.elearning;17.0;;none;88.0;Mathematik, B.Sc.;739;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False
703;1092;Abschlüsse: 2 weitere Master, evtl. Promotion;2019-04-04 21:25:33.732000+00:00;id: de.uni-bremen.elearning, origin: 100292a5e51c61823aec1a074bf88ae9;100292a5e51c61823aec1a074bf88ae9;de.uni-bremen.elearning;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;45.0;Kulturwissenschaft, B.A. /Mag.;278;3.0;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;87.0;Kunst-Medien-Ästhetische Bildung;1010;5.0;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
704;1093;Erfahrungen: Umgang im Team erproben;2019-04-04 21:25:44.110000+00:00;id: de.uni-bremen.elearning, origin: 100292a5e51c61823aec1a074bf88ae9;100292a5e51c61823aec1a074bf88ae9;de.uni-bremen.elearning;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;45.0;Kulturwissenschaft, B.A. /Mag.;278;3.0;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;87.0;Kunst-Medien-Ästhetische Bildung;1010;5.0;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
705;1095;Berufsperspektiven: Management im Kulturbereich;2019-04-04 21:26:03.129000+00:00;id: de.uni-bremen.elearning, origin: 100292a5e51c61823aec1a074bf88ae9;100292a5e51c61823aec1a074bf88ae9;de.uni-bremen.elearning;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;45.0;Kulturwissenschaft, B.A. /Mag.;278;3.0;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;87.0;Kunst-Medien-Ästhetische Bildung;1010;5.0;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
706;1096;Auslandsaufenthalte: Frankreich & Kanada & vllt England;2019-04-04 21:26:17.312000+00:00;id: de.uni-bremen.elearning, origin: 100292a5e51c61823aec1a074bf88ae9;100292a5e51c61823aec1a074bf88ae9;de.uni-bremen.elearning;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;45.0;Kulturwissenschaft, B.A. /Mag.;278;3.0;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;87.0;Kunst-Medien-Ästhetische Bildung;1010;5.0;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
707;1097;Praktika: weitere freiwillige Praktika;2019-04-04 21:26:27.914000+00:00;id: de.uni-bremen.elearning, origin: 100292a5e51c61823aec1a074bf88ae9;100292a5e51c61823aec1a074bf88ae9;de.uni-bremen.elearning;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;45.0;Kulturwissenschaft, B.A. /Mag.;278;3.0;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;87.0;Kunst-Medien-Ästhetische Bildung;1010;5.0;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
708;1404;ins Ausland gehen;2019-04-08 14:35:59.590000+00:00;id: de.uni-bremen.elearning, origin: de0b6438d9b6770e77058cc0026230fd;de0b6438d9b6770e77058cc0026230fd;de.uni-bremen.elearning;17.0;;none;75.0;Rechtswissenschaft (Staatsexamen);265;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
709;1099;Sprachen: Englisch & Französisch & Spanisch;2019-04-04 21:26:56.662000+00:00;id: de.uni-bremen.elearning, origin: 100292a5e51c61823aec1a074bf88ae9;100292a5e51c61823aec1a074bf88ae9;de.uni-bremen.elearning;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;45.0;Kulturwissenschaft, B.A. /Mag.;278;3.0;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;87.0;Kunst-Medien-Ästhetische Bildung;1010;5.0;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
710;1100;Lehrerin werden.;2019-04-04 21:37:55.199000+00:00;id: de.uni-bremen.elearning, origin: cd2c361c4ad6ba9c3f2e838504f8d9c3;cd2c361c4ad6ba9c3f2e838504f8d9c3;de.uni-bremen.elearning;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;42.0;Biologie, B.Sc./LA;257;2.0;21.0;Bachelor;a47f8ab35e83c8debd8c74331766bca4;62.0;Germanistik / Deutsch, B.A.;285;2.0;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;True;False;False;True;False;False;False
711;1102;data scientist;2019-04-05 02:11:36.144000+00:00;id: de.uni-bremen.elearning, origin: eb53c969b99f86d87fcabd456d1334e1;eb53c969b99f86d87fcabd456d1334e1;de.uni-bremen.elearning;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
712;1104;Data architekt;2019-04-05 02:12:41.639000+00:00;id: de.uni-bremen.elearning, origin: eb53c969b99f86d87fcabd456d1334e1;eb53c969b99f86d87fcabd456d1334e1;de.uni-bremen.elearning;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
713;1105;Eventuel einen Master in Groningen machen;2019-04-05 07:23:53.605000+00:00;id: de.uni-bremen.elearning, origin: c80dfb7ae7c0725d70c656e51dee3ef7;c80dfb7ae7c0725d70c656e51dee3ef7;de.uni-bremen.elearning;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
714;1107;endlich mal wieder Urlaub machen ;2019-04-05 07:24:38.317000+00:00;id: de.uni-bremen.elearning, origin: c80dfb7ae7c0725d70c656e51dee3ef7;c80dfb7ae7c0725d70c656e51dee3ef7;de.uni-bremen.elearning;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;True;False;True;False;False;False;False
715;1108;efektiver arbeiten;2019-04-05 07:25:01.413000+00:00;id: de.uni-bremen.elearning, origin: c80dfb7ae7c0725d70c656e51dee3ef7;c80dfb7ae7c0725d70c656e51dee3ef7;de.uni-bremen.elearning;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
